Category,cleaned_resume
Web Designing,"HTML5, CSS3, Bootstrap, PHP, Ajax, Jquery, JavaScript, MySQL, Notepad++, Sublime Text2, Codeigniter, Apache tomcat, Xampp Control Panel, Windows"
Web Designing,"Angular JS, HTML5, CSS3, SASS, Bootstrap, Jquery, Javascript, Photoshop, Brackets, Visual Studio, Visual Studio Code"
Web Designing,"Web design, Php"
Web Designing,"C, JAVA, HTML5, CSS3, Bootstrap, JavaScript, jQuery, Corel Draw, Photoshop, Illustrator, MySQL5.0, Sublime Text, Notepad, Windows XP, Windows 7"
Web Designing,"Angular JS, HTML5, CSS3, SASS, Bootstrap, Jquery, Javascript, Photoshop, Brackets, Visual Studio, Visual Studio Code"
Web Designing,"HTML5, CSS3, Bootstrap, PHP, Ajax, Jquery, JavaScript, MySQL, Notepad++, Sublime Text2, Codeigniter, Apache tomcat, Xampp Control Panel, Windows"
Web Designing,"Angular JS, HTML5, CSS3, SASS, Bootstrap, Jquery, Javascript, Photoshop, Brackets, Visual Studio, Visual Studio Code"
Web Designing,"Web design, Php"
Web Designing,"C, JAVA, HTML5, CSS3, Bootstrap, JavaScript, jQuery, Corel Draw, Photoshop, Illustrator, MySQL5.0, Sublime Text, Notepad, Windows XP, Windows 7"
Web Designing,"Angular JS, HTML5, CSS3, SASS, Bootstrap, Jquery, Javascript, Photoshop, Visual Studio, Visual Studio Code"
Web Designing,"HTML5, CSS3, Bootstrap, PHP, Ajax, Jquery, JavaScript, MySQL, Notepad++, Sublime Text2, Codeigniter, Apache tomcat, Xampp Control Panel, Windows"
Web Designing,"Angular JS, HTML5, CSS3, SASS, Bootstrap, Jquery, Javascript, Photoshop, Brackets, Visual Studio, Visual Studio Code"
Web Designing,"Web design, Php"
Web Designing,"C, JAVA, HTML5, CSS3, Bootstrap, JavaScript, jQuery, Corel Draw, Photoshop, Illustrator, MySQL5.0, Sublime Text, Notepad, Windows XP, Windows 7"
Web Designing,"Angular JS, HTML5, CSS3, SASS, Bootstrap, Jquery, Javascript, Photoshop, Brackets, Visual Studio, Visual Studio Code"
Web Designing,"HTML5, CSS3, Bootstrap, PHP, Ajax, Jquery, JavaScript, MySQL, Notepad++, Sublime Text2, Codeigniter, Apache tomcat, Xampp Control Panel, Windows"
Web Designing,"Angular JS, HTML5, CSS3, SASS, Bootstrap, Jquery, Javascript, Photoshop, Brackets, Visual Studio, Visual Studio Code"
Web Designing,"Web design, Php"
Web Designing,"C, JAVA, HTML5, CSS3, Bootstrap, JavaScript, jQuery, Corel Draw, Photoshop, Illustrator, MySQL5.0, Sublime Text, Notepad, Windows XP, Windows 7"
Web Designing,"Angular JS, HTML5, CSS3, SASS, Bootstrap, Jquery, Javascript, Photoshop, Brackets, Visual Studio, Visual Studio Code"
Web Designing,"HTML5, CSS3, Bootstrap, PHP, Ajax, Jquery, JavaScript, MySQL, Notepad++, Sublime Text2, Codeigniter, Apache tomcat, Xampp Control Panel, Windows"
Web Designing,"Web Technologies: Angular JS, HTML5, CSS3, SASS, Bootstrap, Jquery, Javascript, Photoshop, Brackets, Visual Studio, Visual Studio Code"
Web Designing,"Web design, Php"
Web Designing,"C, JAVA, HTML5, CSS3, Bootstrap, JavaScript, jQuery, Corel Draw, Photoshop, Illustrator, MySQL5.0, Sublime Text, Notepad, Windows XP, Windows 7"
Mechanical Engineer,"Microsoft Office, Word, Excel, AutoCAD, MicroStation, ERP, 3D Modeling, Application Engineering, Pre Sales, Inside Sales, Technical Recommendations, Project Quotations, Sizing and Selection of Valves, Actuators, Costing, Proposal Engineering, Cost Estimation, Vendor Development, Supply Chain Management, Negotiation, Quality Assurance, Technical Comparisons, RFQ Creation, Project Execution, Customized Manufacturing Solutions, Mechanical Design, Engineering Test Reports, ISO9001-2015 Compliance, Internal Audits, BOM Preparation, Prototype Manufacturing."
Mechanical Engineer,"Auto CAD, MSCIT, CNC Programming, Automotive, CNC, Machine Assembly, Design and Fabrication, Pneumatic Punching Machine, Paddle Operated Sugarcane Juicer Machine"
Mechanical Engineer,","
Mechanical Engineer,"Microsoft Office, Autocad, Catia, Solidworks, ProE, Positive Attitude, Quick Learner, Team Leader"
Mechanical Engineer,"Autocad, solidworks, catia"
Mechanical Engineer,"Microsoft Office, Word, Excel, AutoCAD, MicroStation, ERP, 3D Modeling, Application Engineering, Pre Sales, Inside Sales, Technical Recommendations, Project Quotations, Sizing and Selection, Costing, Proposal Engineering, Estimation, Vendor Development, Supply Chain Management, Negotiation, Cost Saving, Technical Comparisons, Quality Assurance, Procurement, Technical Support, Cost Estimation, Production Design, Customized Manufacturing Solutions, Maintenance Manuals, Engineering Test Reports, Non-Conformity Records, ISO9001-2015 Compliance, BOM Preparation, Raw Material Inspection, Prototype Manufacturing"
Mechanical Engineer,"Auto CAD, MSCIT, CNC Programming, milling, Automotive, CNC, machine assembly, pneumatic punching machine design, sugarcane juicer machine design"
Mechanical Engineer,"Engineering, Mechanical Engineering, Leadership, Project Management"
Mechanical Engineer,"Microsoft Office, Autocad, Catia, Solidworks, ProE, Positive Attitude, Quick Learner, Team Leader"
Mechanical Engineer,"Autocad, solidworks, catia"
Mechanical Engineer,"Microsoft Office, AutoCAD, MicroStation, ERP, 3D Modeling, Application Engineering, Pre Sales, Inside Sales, Technical Recommendations, Project Quotation, Sizing and Selection, Costing, Vendor Development, Supply Chain Management, Procurement, Negotiation, Cost Estimation, Proposal Engineering, Customized Manufacturing Solutions, Mechanical Design, Hydraulic/Pneumatic Assemblies, Engineering Test Reports, ISO9001-2015 Compliance, Drawing Detailing, BOM Preparation, Raw Material Inspection"
Mechanical Engineer,"Auto CAD, MSCIT, CNC Programming, Automotive, CNC, Machine Assembly, Design and fabrication, Pneumatic Punching Machine, Paddle operated Sugarcane Juicer machine"
Mechanical Engineer,","
Mechanical Engineer,"Microsoft Office, Autocad, Catia, Solidworks, ProE, Positive Attitude, Quick Learner, Team Leader"
Mechanical Engineer,"Autocad, solidworks, catia"
Mechanical Engineer,"Microsoft Office, Word, Excel, AutoCAD, MicroStation, J ERP, 3D Modeling, Application Engineering, Pre Sales, Inside Sales, Technical Recommendations, Field Service, Quotations, Sizing, Costing, Pneumatic Automation Products, Valves, Linear Actuators, Rotary Actuators, Engineering Drawing, Estimation, Piping, Vendor Development, Supply Chain Management, Procurement, Contract Management, Technical Comparisons, Quality Assurance, Cost Saving Techniques, Mechanical Design, Hydraulic Assemblies, Pneumatic Assemblies, Electrical Specifications, Standard Operating Procedures, Maintenance Manuals, Engineering Test Reports, ISO 9001-2015 Compliance, Drawing Detailing, BOM Preparation, Raw Material Inspection."
Mechanical Engineer,"Auto CAD, MSCIT, CNC Programming, Automotive, CNC, English, Hindi, Marathi"
Mechanical Engineer,"engineering, mechanical engineering, leadership, project management, event organization"
Mechanical Engineer,"Microsoft Office, Autocad, Catia, Solidworks, ProE, Positive Attitude, Quick Learner, Team Leader"
Mechanical Engineer,"Autocad, solidworks, catia"
Mechanical Engineer,"Microsoft Office, Word, Excel, AutoCAD, MicroStation, J ERP, 3D Modeling, Application Engineering, Pre Sales, Inside Sales, Technical Recommendations, Project Quotations, Sizing and Selection of Valves, Actuators, Technical and Commercial Negotiations, Proposal Engineering, Estimation Engineering, Costing, Vendor Development, Supply Chain Management, Contract Management, Technical Comparisons, Product Specifications, Standard Operating Procedures, Maintenance Manuals, Mechanical Design, Engineering Test Reports, Engineering Analysis, ISO9001-2015, Design Coordination, Internal Audits, BOM Preparation, Raw Material Inspection, Prototype Manufacturing"
Mechanical Engineer,"Auto CAD, MSCIT, CNC Programming, Automotive, CAD, CNC, English, Hindi, Marathi"
Mechanical Engineer,"Engineering, Mechanical Engineering, Leadership, Project Management"
Mechanical Engineer,"Microsoft Office, AutoCAD, Catia, SolidWorks, ProE, Positive Attitude, Quick Learner, Team Leader"
Mechanical Engineer,"Autocad, solidworks, catia"
Mechanical Engineer,"Microsoft Office, Word, Excel, AutoCAD, MicroStation, ERP, 3D Modeling, Proposal Engineering, Estimation Engineering, Technical Support, Vendor Development, Supply Chain Management, Cost Estimation, Project Management, Negotiation Skills, Technical Recommendations, Engineering Drawings, Product Specifications, Manufacturing Processes, Quality Assurance, ISO9001-2015, Prototype Manufacturing, BOM Preparation, Raw Material Inspection, Hydraulic Assemblies, Pneumatic Assemblies, Mechanical Design, Customer Relationship Management"
Mechanical Engineer,"Auto CAD, MSCIT, CNC Programming, Automotive, CNC, Machine Assembly, Pneumatic Punching Machine Design, Sugarcane Juicer Machine Fabrication"
Mechanical Engineer,"Engineering, Mechanical Engineering, Leadership, Project Management"
Mechanical Engineer,"Microsoft Office, Autocad, Catia, Solidworks, ProE, Positive Attitude, Quick Learner, Team Leader"
Mechanical Engineer,"Autocad, solidworks, catia"
Mechanical Engineer,"Microsoft Office, Word, Excel, AutoCAD, MicroStation, ERP, 3D Modeling, Application Engineering, Pre Sales, Inside Sales, Product Selection, Technical Recommendations, Project Quotations, Sizing, Costing, Pneumatic Automation Products, Valves, Linear Actuator, Rotary Actuator, Field Fabrication, Engineering Drawing, Proposal Engineering, Cost Estimation, Vendor Development, Supply Chain Management, Negotiation, Cost Saving, Contract Management, Technical Comparisons, Quality Assurance, Production Design, Customized Manufacturing Solutions, Technical Data Sheets, Price Structure Analysis, ISO9001-2015 Compliance, Engineering Test Reports, Non-Conformity Records, BOM Preparation, Prototype Manufacturing."
Mechanical Engineer,"Auto CAD, MSCIT, CNC Programming, Automotive, CAD, CNC, English, Hindi, Marathi"
Mechanical Engineer,"Leadership, Project Management, Mechanical Engineering"
Mechanical Engineer,"Microsoft Office, AutoCAD, Catia, SolidWorks, ProE, Positive Attitude, Quick Learner, Team Leader"
Mechanical Engineer,"Autocad, solidworks, catia"
Mechanical Engineer,"Microsoft Office, AutoCAD, MicroStation, ERP, 3D Modeling, Application Engineering, Pre Sales, Inside Sales, Product Selection, Technical Recommendations, Estimation Engineering, Costing, Vendor Development, Supply Chain Management, Procurement, Negotiation, Contract Management, Proposal Engineering, Cost Estimation, Customized Manufacturing Solutions, Mechanical Design, Hydraulic/Pneumatic Assemblies, Engineering Test Reports, ISO9001-2015, Drawing Detailing, BOM Preparation, Raw Material Inspection"
Mechanical Engineer,"Auto CAD, MSCIT, CNC Programming, Automotive, CAD, CNC, English, Hindi, Marathi"
Mechanical Engineer,"Engineering, Mechanical Engineering, Leadership, Project Management"
Mechanical Engineer,"Microsoft Office, AutoCAD, Catia, SolidWorks, ProE, Positive Attitude, Quick Learner, Team Leader"
Mechanical Engineer,"Autocad, solidworks, catia"
Sales,"Data Entry, Cold Calling, Sales, Salesforce, MS Office, Sportsmanship, Team Leadership"
Sales,"MS-Office, Good Communication skills, Convincing Power, Knowledge of sales and marketing, Customer sales management, Talent management, Direct sales management, Sales management"
Sales,"Planning & Strategizing, Presentation skill, Client relationship, Energy level, Enquiry Generation, Achieving Targets, Problem-solving, Analytical skills, Motivating and leading sales team, Developing marketing and sales strategies, Excellent oral and written communication skills, Microsoft Office, MS Excel, MS Word, MS PowerPoint, Sales experience, Marketing experience, Team performance management, Staff training, Generating sales reports, Organizing promotions and events, Supervising staff"
Sales,"MS Office, Photoshop, SQL Server, SQL"
Sales,"Multi-tasking, Collaborative, Optimistic Thinking, Effective teamleader/team trainer, Visualizing the work which is to be done, Good Grip on Communication, Various Languages Known, Value loyalty and is loyal towards my responsibility, Compatible working with MS office"
Sales,"Data Entry, Cold Calling, Sales, Salesforce, MS Office"
Sales,"MS-Office, Good Communication skills, Convincing Power, Knowledge of sales and marketing, Customer sales management, Talent management, Direct sales management, Sales management"
Sales,"Planning & Strategizing, Presentation skill, Client relationship, Energy level, Enquiry Generation, Achieving Targets, Problem-solving, Analytical skills, Motivating, Leading, Developing marketing strategies, Sales strategies, Oral communication, Written communication, Microsoft Office, MS Excel, MS Word, MS PowerPoint, Staff training, Generating sales reports, Organizing promotions, Supervising staff"
Sales,"MS Office, Photoshop, SQL Server, SQL"
Sales,"Multi-tasking, Collaborative, Optimistic Thinking, Effective teamleader/team trainer, Visualizing the work which is to be done, Good Grip on Communication, Various Languages Known, Value loyalty and is loyal towards my responsibility, Compatible working with MS office, MS office"
Sales,"Data Entry, Cold Calling, Sales, Salesforce, MS Office, Sportsmanship, Leadership"
Sales,"MS-Office, Good Communication skills, Convincing Power, Knowledge of sales and marketing, Customer sales management, Talent management, Direct sales management, Sales management, Marketing"
