Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications
Computer Science,Architect,4.1,1,0,4,0,8,0,2,1,0,1,1,1,2,1
Business,Sound Engineer,2.8,8,2,2,1,0,1,4,2,3,4,4,3,2,0
Biology,Industrial-Organizational Psychologist,4.2,2,1,1,0,6,1,3,2,3,3,4,3,1,1
Law,Artist,3.2,8,2,3,0,4,0,3,1,2,4,4,0,1,0
Architecture,Biochemist,3.0,6,2,1,0,8,1,1,3,4,0,4,2,0,0
Art,Quantum Physicist,5.0,7,1,2,0,0,1,3,0,3,1,0,2,3,0
Biology,Financial Analyst,3.2,4,2,1,1,1,0,3,4,3,0,4,2,0,0
Finance,Aerospace Engineer,3.1,7,2,1,0,8,1,2,3,0,3,0,4,0,0
Finance,Analytical Chemist,2.7,0,1,4,1,8,0,4,2,4,1,2,2,3,1
Law,Special Education Teacher,3.6,9,2,2,1,8,1,4,0,0,0,4,2,2,1
Architecture,Financial Analyst,3.2,3,0,2,1,1,1,4,2,3,2,2,3,0,1
Medicine,Chemical Engineer,3.5,1,2,2,1,6,0,2,1,3,3,4,3,3,1
Marketing,Architectural Technologist,4.5,2,0,1,0,3,1,0,2,0,2,3,2,4,0
Chemistry,Surgeon,3.3,0,1,1,1,4,0,1,3,4,3,3,4,0,0
Marketing,Art Therapist,4.1,7,2,3,1,6,0,0,1,1,2,4,4,2,0
Education,Music Teacher,3.7,4,2,2,0,8,0,4,1,3,1,2,4,4,1
Medicine,Counselor,3.0,2,0,1,1,2,0,2,2,1,0,0,2,0,1
Art,Music Therapist,3.8,2,1,4,0,7,0,4,4,1,4,0,0,2,0
Art,Astronomer,3.8,2,0,3,0,9,0,2,2,4,0,3,4,1,1
Finance,School Psychologist,3.8,9,2,3,1,7,1,0,4,4,1,0,3,3,0
Marketing,Dentist,4.5,2,0,0,0,7,0,4,4,3,3,2,0,1,0
Education,Cybersecurity Analyst,4.9,9,1,1,1,1,1,0,0,2,2,1,1,2,1
Biology,Civil Engineer,2.8,2,1,1,1,8,1,3,0,2,2,2,1,0,0
Computer Science,Judge,4.9,7,1,0,1,1,1,4,3,2,3,4,0,4,0
Engineering,Acoustics Specialist,4.9,5,0,1,0,1,0,3,4,3,2,4,1,1,1
Finance,Music Teacher,4.2,6,1,4,1,3,0,1,0,1,1,4,3,3,1
Psychology,Market Research Analyst,3.4,2,2,1,0,6,0,2,4,3,4,3,4,3,0
Medicine,Credit Analyst,4.6,4,1,2,0,4,1,1,3,3,4,1,4,1,1
Finance,Social Media Manager,4.6,3,2,3,0,0,0,4,2,1,2,3,1,0,0
Art,Aerospace Engineer,4.3,9,2,0,1,8,0,3,3,2,4,0,2,2,1
Computer Science,Clinical Psychologist,3.0,3,2,1,0,6,1,4,0,0,0,1,3,1,0
Music,Art Director,4.6,5,1,4,0,5,0,4,2,2,4,0,4,0,0
Education,Graphic Designer,3.3,2,2,2,0,1,1,1,3,1,1,1,3,4,1
Computer Science,Construction Manager,4.1,2,2,3,1,6,0,2,4,4,3,4,2,1,1
Architecture,Game Developer,2.9,1,1,1,1,7,1,0,4,4,0,2,1,2,0
Business,Music Teacher,2.8,7,0,3,1,7,0,1,3,1,1,2,0,1,0
Engineering,Clinical Psychologist,3.9,6,0,4,0,6,1,3,3,1,0,1,3,2,1
Law,Nuclear Physicist,3.4,0,1,2,1,0,1,0,2,2,3,0,4,4,1
Architecture,Judge,3.3,8,0,3,0,1,0,1,2,4,2,4,3,4,1
Biology,Judge,4.7,3,1,2,1,9,0,1,1,4,3,3,3,1,1
Business,Education Administrator,3.5,1,0,1,0,8,0,4,2,0,0,2,4,3,0
Computer Science,Legal Secretary,4.4,9,1,1,0,3,0,1,3,2,1,1,0,4,1
Psychology,Fluid Mechanics Engineer,3.4,5,1,0,0,4,1,3,1,4,1,0,0,1,1
Physics,Marketing Manager,4.7,1,0,0,1,5,1,3,4,3,0,4,0,1,0
Biology,Landscape Architect,3.0,7,2,1,0,7,1,0,0,1,3,1,3,4,1
Medicine,Game Developer,3.0,4,0,1,1,9,0,4,0,4,0,4,4,2,1
Marketing,School Psychologist,3.9,9,0,2,1,3,1,1,3,3,1,2,4,0,1
Architecture,Counselor,3.5,1,0,0,0,3,0,1,3,4,2,2,1,4,0
Psychology,Music Therapist,4.4,5,0,2,0,3,0,4,1,3,2,3,3,1,0
Education,Human Resources Specialist,3.9,9,1,3,1,4,1,3,0,1,2,4,1,3,0
Architecture,Financial Controller,3.7,1,0,3,1,5,0,0,0,2,3,4,1,1,1
Computer Science,Chemist,3.5,9,1,1,1,0,0,2,3,2,2,1,3,3,1
Physics,Cybersecurity Analyst,4.3,1,1,4,0,8,1,4,0,3,1,4,0,4,0
Music,Animator,4.6,7,0,4,0,2,0,3,0,1,2,0,0,0,1
Medicine,Astronomer,4.3,1,2,2,1,5,1,0,1,4,3,3,3,2,1
Medicine,Organic Chemist,2.6,5,1,1,1,2,0,2,4,1,4,0,3,2,0
Medicine,Counselor,2.6,4,1,0,0,3,1,1,2,1,2,3,4,3,1
Physics,Investment Banker,2.8,3,1,0,0,7,0,3,4,3,0,1,2,2,0
Business,Psychologist,3.2,9,1,1,0,7,0,1,0,3,0,1,3,3,1
Art,Forensic Psychologist,3.8,0,1,4,1,5,0,4,3,3,3,4,3,2,1
Education,Architectural Technologist,3.9,7,2,1,0,8,1,3,4,4,3,4,2,2,1
Architecture,Lawyer,3.4,3,1,1,1,4,1,3,4,2,1,3,1,1,1
Law,Chemical Engineer,3.3,1,1,1,1,3,0,1,0,1,0,1,3,1,1
Art,Civil Engineer,3.3,2,1,0,0,8,1,3,4,1,1,1,0,3,0
Chemistry,Marketing Specialist,3.5,6,1,4,0,3,1,2,2,4,3,2,1,3,0
Psychology,Biomedical Engineer,3.7,5,0,2,0,0,0,0,3,2,1,3,2,4,1
Music,Special Education Teacher,3.8,1,1,2,0,8,0,3,3,3,2,1,2,4,1
Psychology,Artist,2.8,0,2,4,1,8,0,4,4,2,1,4,3,4,0
Computer Science,Chemical Engineer,4.7,2,1,2,0,6,0,2,0,1,2,2,0,0,1
Engineering,Advertising Manager,3.3,0,0,3,1,9,1,3,2,4,3,0,2,3,0
Marketing,Geneticist,4.3,3,1,2,0,7,1,4,3,3,4,2,4,4,1
Art,Judge,3.7,0,0,0,1,8,0,0,0,1,2,4,3,4,0
Music,Web Developer,4.3,6,0,4,1,4,0,0,4,4,2,1,0,4,0
Finance,Nuclear Physicist,3.9,7,2,2,0,5,1,4,0,4,0,4,2,2,1
Marketing,Data Scientist,4.8,2,1,4,0,2,1,3,1,2,3,1,4,0,1
Art,Biomedical Engineer,3.9,9,0,1,1,5,0,2,0,3,4,1,1,2,0
Computer Science,Construction Manager,3.0,1,0,4,0,6,1,2,4,1,1,0,3,3,0
Psychology,Composer,4.2,1,2,1,0,4,1,4,0,4,4,1,1,4,1
Engineering,Quantum Physicist,4.5,4,1,1,1,7,1,2,1,1,2,4,1,1,0
Medicine,Entrepreneur,4.9,8,0,4,0,3,1,4,2,0,0,1,3,3,1
Biology,Ecologist,4.7,8,1,2,1,4,1,1,2,4,3,3,0,2,1
Art,Human Resources Specialist,4.8,4,0,0,1,9,1,4,2,1,0,4,2,2,1
Marketing,Judge,4.7,4,2,2,0,4,0,4,2,1,0,4,2,1,1
Psychology,Mechanical Engineer,4.0,7,1,2,1,7,0,1,1,0,0,4,1,2,1
Music,Software Developer,4.6,2,2,3,1,5,1,0,2,4,0,0,0,4,0
Art,Interior Designer,3.3,4,1,0,1,0,0,2,0,4,2,0,4,3,0
Business,Doctor,3.5,0,2,4,0,7,0,2,4,4,4,3,0,1,1
Medicine,Financial Analyst,4.1,9,2,3,0,1,1,1,1,2,4,2,0,0,1
Architecture,Aerospace Engineer,5.0,9,1,3,1,4,0,1,1,3,4,3,1,4,1
Finance,Chemical Engineer,4.3,9,1,1,1,6,1,0,0,3,3,4,3,2,0
Finance,Civil Engineer,3.8,0,0,1,0,4,1,3,0,3,2,2,4,3,1
Chemistry,Biomedical Engineer,3.6,3,2,3,1,6,0,0,4,2,3,2,2,4,0
Biology,Animator,3.9,4,1,0,0,1,0,0,0,2,2,1,0,2,1
Education,Credit Analyst,5.0,5,0,3,1,3,1,3,3,1,3,2,2,1,0
Computer Science,Physician Assistant,3.0,5,0,1,1,9,0,1,2,2,1,0,2,3,0
Music,Composer,3.1,5,0,1,1,3,1,2,1,1,1,4,3,3,1
Engineering,Entrepreneur,3.7,9,2,1,1,6,1,2,3,1,1,3,4,0,1
Architecture,Dentist,2.7,6,2,3,0,8,1,4,0,1,1,0,1,0,0
Chemistry,School Counselor,4.5,6,1,0,0,9,0,3,2,0,3,3,1,4,1
Finance,Physicist,3.0,7,2,2,1,9,0,2,3,2,3,3,3,3,1
Psychology,Data Scientist,3.4,1,0,2,0,0,0,3,4,3,3,0,1,0,1
Physics,Psychologist,3.2,5,2,3,1,9,0,3,1,3,0,1,3,2,0
Biology,Musician,2.6,9,2,3,1,1,1,0,3,2,0,4,3,2,1
Psychology,Analytical Chemist,4.1,4,2,3,0,5,0,0,0,2,1,2,4,2,0
Biology,Digital Marketing Specialist,3.5,2,1,1,1,7,0,4,4,4,1,2,1,2,0
Music,Physicist,4.9,8,1,2,1,5,1,0,0,2,0,4,1,2,0
Architecture,AI Researcher,3.3,9,1,3,1,9,1,3,4,4,3,1,1,4,1
Medicine,Teacher,4.7,4,2,2,1,7,0,1,1,4,1,0,4,4,0
Biology,Music Therapist,3.3,0,2,4,0,7,0,4,2,2,2,3,3,2,1
Medicine,Illustrator,5.0,5,1,2,1,0,1,2,0,4,4,0,3,1,0
Music,Dentist,3.7,0,2,0,0,8,1,3,0,4,0,0,4,2,1
Finance,Architect,4.6,0,1,3,1,0,0,2,1,4,0,1,4,1,0
Physics,Digital Marketing Specialist,4.0,1,2,3,0,5,1,2,0,2,3,3,0,1,1
Engineering,Psychologist,5.0,0,0,4,1,7,1,1,1,4,1,3,2,3,1
Biology,Legal Consultant,3.0,5,2,0,0,5,0,3,4,1,3,1,3,3,1
Engineering,Risk Analyst,3.1,0,1,4,0,0,1,3,1,2,3,0,0,3,1
Biology,Legal Secretary,3.7,7,2,0,0,6,1,4,3,4,2,0,1,3,1
Psychology,Brand Manager,3.8,3,2,3,0,8,1,0,0,4,2,0,0,2,1
Education,Investment Banker,3.7,9,0,0,0,7,0,4,4,4,4,1,0,3,0
Marketing,Digital Marketing Specialist,2.8,5,0,0,1,7,0,0,0,0,3,0,2,1,0
Business,Paralegal,2.5,6,2,3,0,0,1,0,3,1,2,2,1,3,0
Medicine,Ecologist,3.7,7,0,4,0,3,0,0,3,3,4,1,2,4,0
Physics,Graphic Designer,2.6,0,0,1,0,3,1,0,3,2,1,3,4,4,1
Psychology,Forensic Psychologist,3.9,8,0,3,1,7,1,1,2,0,2,3,3,0,0
Music,Advertising Manager,3.0,7,2,0,0,6,1,4,4,0,2,0,0,4,1
Finance,Musician,4.0,0,0,3,1,1,0,3,3,1,1,1,4,1,1
Law,Web Developer,3.7,6,1,4,1,3,1,4,0,4,3,0,3,2,0
Architecture,Education Administrator,4.7,8,1,1,0,6,0,4,2,2,2,0,2,2,0
Engineering,Paralegal,5.0,2,0,1,1,0,1,4,1,2,1,2,0,2,0
Medicine,Acoustics Specialist,4.4,9,0,4,0,8,1,3,0,2,4,2,1,2,1
Architecture,Chemical Engineer,2.9,0,2,2,1,9,0,0,4,0,1,0,3,3,0
Architecture,Credit Analyst,3.0,1,2,0,1,0,0,2,2,3,0,1,2,2,0
Computer Science,Investment Banker,3.6,0,2,3,1,8,1,4,3,0,1,0,0,0,0
Medicine,Cybersecurity Analyst,3.3,8,0,0,1,6,0,4,3,1,3,4,2,0,0
Education,Special Education Teacher,2.8,1,0,3,1,0,0,3,1,4,0,2,4,3,1
Education,Digital Marketing Specialist,4.1,9,1,0,1,0,0,1,0,4,2,0,4,4,0
Finance,Human Resources Specialist,5.0,7,0,3,0,4,0,0,2,4,1,0,4,4,0
Medicine,Legal Secretary,3.9,1,0,1,1,2,1,4,3,4,2,2,0,4,1
Music,Judge,2.5,8,1,4,1,0,0,3,3,2,3,4,2,0,0
Biology,Market Research Analyst,4.2,0,2,1,1,9,1,1,4,1,2,4,3,3,1
Architecture,Special Education Teacher,4.1,3,2,1,0,8,0,3,4,4,4,1,2,3,0
Medicine,Ecologist,3.4,0,2,2,0,7,1,0,2,0,0,0,0,2,1
Music,Nurse,2.7,7,1,1,1,5,0,2,3,4,2,3,1,4,1
Education,Conductor,3.8,8,1,3,1,3,1,4,3,0,3,1,2,1,1
Psychology,Marketing Manager,3.0,5,1,4,1,3,1,2,4,4,3,0,4,0,1
Chemistry,Biologist,4.6,6,2,0,0,1,0,3,2,4,1,1,3,2,0
Music,Sound Engineer,3.7,0,2,1,0,9,0,1,3,1,4,3,2,4,1
Music,Biologist,4.0,8,1,3,1,5,0,1,3,0,0,0,1,3,1
Law,Composer,3.0,6,0,0,0,0,0,1,1,4,3,3,1,0,0
Engineering,Entrepreneur,4.4,4,1,2,0,1,0,1,0,2,4,4,2,0,1
Music,Music Therapist,4.0,3,2,3,0,3,0,1,3,2,4,0,4,3,1
Education,Manager,2.8,4,0,3,0,6,1,3,1,3,3,1,2,1,0
Business,Brand Manager,4.0,3,1,0,1,4,0,2,3,1,2,4,3,1,1
Biology,Manager,4.2,4,1,4,0,9,0,4,3,1,0,3,1,2,1
Chemistry,Clinical Psychologist,3.6,9,0,4,0,0,0,1,3,4,4,4,4,3,1
Education,Pharmacist,2.6,3,2,0,0,5,1,3,2,4,0,2,0,2,0
Music,Physical Chemist,3.8,4,1,0,0,1,0,3,2,1,4,0,1,1,0
Art,Web Developer,3.9,1,2,2,0,6,1,4,2,3,3,3,4,1,0
Chemistry,Nuclear Physicist,4.5,0,0,0,0,3,1,0,3,0,3,1,4,0,0
Architecture,Pharmacist,2.7,4,2,3,1,5,1,2,3,2,3,2,2,4,0
Psychology,Judge,4.1,7,0,1,0,4,1,2,4,4,1,2,4,3,0
Art,Electrical Engineer,4.9,5,0,2,1,8,0,4,2,2,1,4,1,2,0
Architecture,Financial Analyst,4.7,8,2,1,1,6,1,4,3,1,3,4,3,3,0
Medicine,Construction Manager,3.8,9,0,1,1,9,1,2,3,3,4,4,4,2,1
Finance,Biomedical Engineer,2.6,3,2,0,1,1,1,0,3,1,4,1,0,2,1
Architecture,Chemical Engineer,3.1,6,0,3,0,4,0,4,3,1,1,0,2,4,1
Psychology,Entrepreneur,3.7,3,2,3,1,3,0,0,0,3,2,3,1,0,1
Computer Science,Market Research Analyst,4.5,9,1,3,0,1,0,1,3,3,3,4,2,1,1
Engineering,Architect,3.4,1,1,4,1,3,1,1,0,1,4,1,2,0,0
Physics,Special Education Teacher,3.2,2,0,2,0,7,1,2,0,4,2,3,3,0,1
Education,Industrial-Organizational Psychologist,4.7,6,0,3,0,8,1,4,3,4,4,3,2,2,0
Business,Cybersecurity Analyst,4.2,7,2,3,0,3,1,4,2,0,4,1,0,3,0
Business,Teacher,3.0,3,1,3,0,1,1,1,4,2,4,0,0,4,1
Psychology,Aerospace Engineer,3.7,7,1,4,1,8,0,0,3,3,4,0,2,2,0
Law,School Psychologist,4.8,0,2,4,1,5,1,4,3,3,2,4,2,3,1
Engineering,Financial Analyst,5.0,1,2,4,0,5,0,0,1,2,4,3,4,0,0
Engineering,Human Resources Specialist,2.9,1,2,0,0,6,1,0,3,3,1,0,3,3,0
Law,School Psychologist,4.7,7,1,3,1,9,0,0,0,2,3,0,3,3,1
Business,Psychologist,3.6,8,1,2,0,8,0,0,0,2,2,0,3,2,0
Music,Construction Manager,3.8,0,2,0,1,2,1,1,3,1,0,2,3,3,0
Music,Electrical Engineer,3.3,3,2,3,0,4,0,1,1,0,1,2,4,0,0
Education,Education Administrator,3.6,4,2,0,1,2,0,3,0,4,1,0,0,2,0
Chemistry,Analytical Chemist,4.4,9,0,3,0,8,0,2,0,4,2,0,1,0,1
Computer Science,AI Researcher,3.5,8,2,4,0,2,1,1,1,2,1,4,1,3,1
Music,Physicist,4.3,6,0,0,0,4,1,4,3,3,0,3,0,1,0
Engineering,Urban Planner,3.9,4,0,1,1,3,1,2,1,0,0,1,4,0,1
Biology,Doctor,3.7,6,1,0,1,6,0,3,2,2,0,1,2,1,0
Architecture,Financial Controller,3.0,1,1,3,0,0,1,2,2,2,4,1,1,3,1
Chemistry,Zoologist,3.2,0,2,2,0,2,1,1,4,3,3,2,3,0,0
Business,Acoustics Specialist,3.8,3,1,4,1,8,0,0,3,3,0,0,4,1,1
Finance,Dentist,3.1,3,2,1,1,3,1,2,2,4,2,0,4,3,0
Law,Clinical Psychologist,3.8,0,1,1,1,9,1,4,2,3,0,0,0,3,1
Architecture,Art Therapist,3.7,9,2,4,0,2,0,0,4,2,2,0,3,1,1
Medicine,Organic Chemist,2.8,4,2,3,1,8,0,0,0,3,0,1,2,4,1
Law,Graphic Designer,2.9,3,1,3,0,0,1,0,2,0,3,0,0,4,1
Computer Science,Nurse,3.6,1,1,4,1,4,1,0,2,4,3,4,3,4,1
Business,AI Researcher,4.2,7,0,2,0,4,0,4,0,2,1,0,1,3,0
Music,Biologist,4.9,3,2,0,1,5,0,4,0,0,0,0,4,3,1
Architecture,Risk Analyst,4.8,4,0,0,1,8,1,2,4,2,0,0,2,4,1
Finance,Judge,4.6,3,1,1,1,7,1,1,3,1,2,4,2,0,1
Finance,Marketing Manager,3.7,7,2,3,1,8,0,4,2,3,4,3,1,1,0
Law,Physical Chemist,4.4,0,0,1,1,3,0,3,2,1,0,1,2,0,1
Music,Counselor,2.9,8,0,0,1,2,1,2,2,2,3,0,1,1,0
Computer Science,Physician Assistant,4.0,1,2,1,1,4,1,1,0,4,2,2,2,2,1
Education,Biologist,3.5,3,1,3,0,4,1,3,0,1,3,4,1,3,0
Marketing,Industrial-Organizational Psychologist,4.2,7,2,1,0,8,1,3,0,1,1,3,1,0,0
Art,Software Developer,2.8,7,0,3,0,7,0,4,1,3,1,2,0,0,1
Chemistry,Electrical Engineer,3.6,2,1,2,0,0,0,4,4,0,0,1,1,0,0
Chemistry,Mechanical Engineer,4.3,9,1,3,0,0,1,2,0,4,4,1,3,0,1
Law,AI Researcher,2.5,3,0,3,1,9,0,3,3,3,1,4,1,0,1
Finance,Social Media Manager,2.9,8,1,0,0,7,1,0,0,4,0,3,4,4,1
Engineering,Landscape Architect,2.6,9,0,3,1,2,0,4,1,4,3,4,4,0,1
Art,Special Education Teacher,2.6,1,1,2,1,1,0,2,0,0,2,2,2,3,1
Computer Science,Counselor,4.1,3,1,1,0,3,1,0,4,1,2,4,1,4,0
Architecture,Composer,2.8,4,2,0,0,6,0,0,2,0,2,4,4,0,0
Business,School Psychologist,3.7,4,1,0,1,5,1,4,1,4,4,0,4,3,1
Chemistry,Zoologist,4.4,4,2,0,1,1,0,0,0,0,0,4,0,1,0
Marketing,Credit Analyst,4.5,6,1,4,0,1,0,1,1,0,2,1,1,3,0
Music,Geneticist,4.8,1,2,3,1,4,0,1,1,2,2,0,0,1,0
Biology,Urban Planner,2.5,8,1,3,0,9,0,3,1,3,2,0,0,3,0
Medicine,Industrial-Organizational Psychologist,2.6,1,1,3,1,3,0,2,4,4,3,3,2,1,1
Computer Science,Physician Assistant,4.2,1,2,4,1,5,0,0,2,4,1,1,3,3,0
Finance,Judge,4.9,8,2,3,1,9,1,2,2,1,3,1,4,4,1
Medicine,Industrial-Organizational Psychologist,3.5,7,1,3,1,6,0,4,1,1,2,3,1,1,1
Chemistry,Entrepreneur,3.3,8,2,3,0,6,0,2,0,2,2,2,0,2,0
Medicine,Landscape Architect,4.1,8,2,2,1,9,0,4,3,4,0,3,1,3,0
Physics,Inorganic Chemist,4.8,7,0,4,0,8,0,3,0,4,4,0,4,3,0
Education,Graphic Designer,3.9,3,1,1,0,8,1,3,1,2,2,4,4,1,1
Education,School Counselor,2.9,4,1,3,0,8,0,2,4,2,1,2,0,2,0
Architecture,Cybersecurity Analyst,3.9,0,0,4,1,2,1,0,0,4,1,2,2,4,0
Art,School Counselor,4.8,3,1,1,1,3,0,1,4,4,4,2,0,4,0
Education,Social Media Manager,4.1,2,2,0,0,7,0,4,3,0,2,4,4,3,1
Biology,Brand Manager,2.8,2,0,0,1,3,1,2,3,2,1,1,0,4,1
Finance,Dentist,4.9,8,2,4,0,0,1,0,4,0,2,3,2,1,0
Biology,Financial Analyst,4.2,4,0,2,0,8,0,0,0,3,4,1,4,3,0
Medicine,Risk Analyst,4.2,5,2,1,0,8,1,2,0,3,2,4,4,2,1
Biology,Accountant,4.6,2,0,0,1,3,0,2,2,2,4,2,1,0,1
Architecture,Special Education Teacher,3.1,5,2,4,0,3,0,3,0,3,1,1,3,4,1
Medicine,Inorganic Chemist,2.6,3,0,3,0,4,0,1,3,1,4,1,1,1,1
Art,Biotechnologist,3.2,0,2,0,0,9,0,1,4,1,2,4,3,0,0
Music,Market Research Analyst,3.6,3,0,2,0,4,0,4,3,0,2,0,1,4,0
Music,Social Media Manager,3.9,8,0,2,1,7,1,1,0,4,3,1,2,3,0
Biology,Art Director,2.6,3,2,2,0,3,1,2,2,2,2,4,4,0,0
Law,Human Resources Specialist,5.0,6,0,2,0,7,0,4,2,2,2,3,0,1,1
Chemistry,Financial Advisor,4.7,9,2,2,1,7,1,3,0,4,0,1,3,3,0
Education,Electrical Engineer,2.8,9,2,0,1,1,1,1,2,0,0,3,4,2,0
Education,Investment Banker,3.4,4,2,1,0,2,0,2,2,3,1,1,3,2,0
Physics,Music Teacher,2.6,0,2,4,1,4,1,1,0,4,1,4,0,3,0
Biology,Physical Chemist,3.1,8,2,1,0,3,1,4,0,4,0,4,3,3,1
Biology,Risk Analyst,4.6,0,1,4,0,4,1,1,1,0,4,0,0,4,0
Education,Investment Banker,4.2,9,0,1,1,3,0,4,2,4,1,4,1,3,0
Computer Science,Urban Planner,3.3,3,1,3,1,9,1,0,4,0,1,0,3,0,1
Computer Science,Aerospace Engineer,3.2,3,1,4,1,6,1,3,2,4,2,3,1,2,0
Medicine,Marketing Specialist,3.5,2,0,1,1,8,0,3,2,3,1,0,0,0,1
Biology,Market Research Analyst,4.2,0,2,1,0,6,1,2,3,1,1,4,2,3,1
Biology,Nurse,4.1,9,1,1,0,0,1,0,2,2,3,4,1,2,0
Engineering,Physician Assistant,3.1,0,0,2,1,2,0,4,2,1,3,4,4,0,1
Music,Architect,3.9,2,0,2,1,0,1,1,2,3,0,1,0,4,1
Physics,Analytical Chemist,4.6,6,1,3,1,9,1,4,3,2,1,4,1,3,1
Education,Social Media Manager,3.7,0,1,4,0,6,0,2,4,1,4,2,0,1,0
Architecture,Architectural Technologist,2.6,7,0,4,0,6,0,0,0,2,3,0,3,4,0
Computer Science,Physical Chemist,4.2,5,1,3,1,8,1,3,3,0,2,2,4,2,1
Medicine,Architectural Technologist,3.0,7,0,4,0,5,1,0,0,0,3,1,3,2,0
Engineering,Artist,3.0,7,0,3,1,2,1,4,4,2,2,4,2,3,0
Marketing,Art Therapist,4.7,6,2,1,1,9,0,4,0,1,4,2,1,0,0
Computer Science,School Counselor,4.4,8,0,4,1,1,1,0,4,3,1,2,1,2,0
Law,Ecologist,3.3,9,2,1,1,5,1,3,4,3,3,4,1,0,0
Finance,Chemist,4.6,2,1,0,0,4,0,1,4,3,1,3,3,3,1
Medicine,Graphic Designer,4.8,6,0,1,1,8,0,4,3,4,3,0,0,3,0
Medicine,Special Education Teacher,4.1,4,1,0,0,9,1,0,2,4,0,2,2,1,1
Physics,Marketing Manager,3.1,7,0,0,0,1,0,4,0,0,2,3,2,3,0
Engineering,Inorganic Chemist,4.7,9,1,2,1,9,1,3,3,1,2,1,0,4,1
Medicine,Illustrator,4.2,1,2,2,0,1,1,4,0,3,0,1,4,4,0
Physics,Nuclear Physicist,3.0,7,0,0,1,1,0,2,4,0,4,4,4,4,1
Education,Legal Analyst,3.3,6,2,4,0,0,1,0,0,1,2,4,2,3,1
Chemistry,Ecologist,4.5,2,2,1,1,3,0,2,3,2,3,2,2,3,0
Music,Organic Chemist,2.9,2,0,1,1,4,0,2,1,1,3,1,1,0,0
Art,Electrical Engineer,3.6,9,1,3,1,9,0,3,2,1,2,2,3,0,1
Chemistry,Urban Planner,3.9,8,0,3,1,9,0,4,0,4,4,1,3,4,1
Architecture,Biologist,4.9,2,0,2,1,6,1,4,2,2,2,3,4,2,0
Music,Music Therapist,4.6,7,0,4,1,7,1,2,1,1,2,4,3,3,0
Psychology,Ecologist,3.1,5,1,3,1,1,0,1,3,4,2,2,2,0,0
Psychology,Animator,3.1,5,0,3,1,7,1,3,4,1,1,4,3,4,0
Marketing,Chemical Engineer,4.1,8,2,2,0,2,1,0,4,3,3,4,0,0,0
Architecture,Digital Marketing Specialist,2.7,9,2,3,1,6,1,4,1,1,2,3,4,3,1
Law,Lawyer,5.0,4,0,1,0,2,0,1,4,4,2,3,1,3,0
Marketing,Music Therapist,4.9,2,0,2,0,5,1,2,1,2,1,4,1,3,1
Medicine,Forensic Psychologist,2.5,7,0,0,0,3,1,1,1,4,4,0,0,0,1
Biology,Surgeon,3.8,0,2,4,0,7,0,0,1,1,3,0,1,2,0
Architecture,Conductor,3.2,7,0,3,1,5,0,3,4,3,4,1,2,1,0
Chemistry,Biochemist,4.5,3,2,3,0,6,1,2,2,0,1,4,3,3,0
Law,Music Therapist,4.8,0,1,3,1,9,0,2,4,3,2,1,0,0,0
Engineering,Urban Planner,4.2,1,2,1,1,2,1,2,2,4,0,1,2,1,1
Chemistry,Acoustics Specialist,2.9,6,0,4,0,9,1,0,0,4,3,2,1,1,1
Architecture,Art Therapist,2.7,6,0,1,1,1,0,4,0,3,1,4,3,0,0
Law,Urban Planner,4.5,0,1,0,1,6,0,0,4,4,3,2,1,3,0
Education,Art Director,3.4,1,0,3,0,7,0,3,4,3,2,3,0,3,0
Architecture,Art Director,3.5,1,1,4,0,0,1,0,2,1,0,1,0,2,0
Marketing,Education Administrator,3.0,3,1,3,0,5,1,2,2,2,2,3,3,1,0
Education,Marketing Specialist,3.6,5,1,0,0,2,1,3,3,2,0,1,1,2,1
Education,Investment Banker,4.9,4,0,2,0,2,0,2,1,0,1,2,2,3,0
Education,Legal Consultant,2.8,5,2,2,0,6,1,3,2,2,0,2,3,3,1
Education,Ecologist,2.9,8,2,0,1,0,0,3,0,4,0,4,4,2,1
Marketing,Urban Planner,3.5,4,2,3,0,5,1,1,2,3,0,3,4,1,1
Psychology,Astronomer,2.7,3,2,1,1,4,0,2,1,2,0,4,3,3,0
Medicine,Animator,4.3,6,1,4,1,3,1,4,2,1,0,2,0,2,1
Computer Science,Architect,4.0,2,2,1,0,5,1,0,4,4,0,2,2,3,0
Medicine,Entrepreneur,3.5,7,0,2,0,3,1,1,0,1,3,1,0,3,0
Psychology,Mechanical Engineer,4.7,2,1,4,1,3,1,1,4,1,3,1,1,0,1
Medicine,Landscape Architect,4.5,0,1,4,0,1,1,1,1,2,3,2,4,3,0
Law,Construction Manager,4.0,3,1,4,1,7,1,0,2,1,0,4,4,1,1
Music,Musician,4.5,9,1,2,0,8,1,3,3,2,1,2,4,0,0
Engineering,Financial Controller,3.0,7,0,0,1,4,1,2,3,0,1,0,2,3,1
Psychology,Forensic Psychologist,2.7,9,2,3,0,6,1,2,3,1,0,1,1,1,1
Business,Aerospace Engineer,4.9,6,2,1,1,9,0,4,4,0,0,3,4,0,0
Physics,Digital Marketing Specialist,4.3,4,1,0,1,1,1,3,0,3,2,2,2,3,0
